[0.07407407407407407, 0.1, 0.20512820512820512, 0.058823529411764705] | 4.3391711711883545
[0.0, 0.0, 0.0, 0.0] | 3.6461691856384277
[0.0, 0.0, 0.0, 0.0] | 15.419766187667847
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 8.7568998336792
[0.20408163265306123, 1.0, 1.0, 0.11363636363636363] | 4.184537887573242
[0.20408163265306123, 1.0, 1.0, 0.11363636363636363] | 4.357046604156494
[0.5458715596330275, 0.3814102564102564, 0.125, 0.9596774193548387] | 8.820199489593506
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 17.524625539779663
[0.20408163265306123, 1.0, 1.0, 0.11363636363636363] | 3.9666123390197754
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 8.534147024154663
[0.8845528455284553, 0.8717948717948718, 0.775, 0.8976897689768977] | 17.9521644115448
[0.8347245409015025, 0.8012820512820513, 0.925, 0.8710801393728222] | 8.776931047439575
[0.8376068376068376, 0.7852564102564102, 0.7, 0.8974358974358975] | 8.349908828735352
[0.8878205128205128, 0.8878205128205128, 0.875, 0.8878205128205128] | 8.790662050247192
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 7.92550802230835
[0.0, 0.0, 0.0, 0.0] | 3.3117880821228027
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 8.867905855178833
[0.0, 0.0, 0.0, 0.0] | 3.4773824214935303
[0.8504201680672269, 0.8108974358974359, 0.75, 0.8939929328621908] | 9.248227834701538
[0.07384615384615385, 0.038461538461538464, 0.025, 0.9230769230769231] | 9.117000818252563
[0.0, 0.0, 0.0, 0.0] | 8.127457857131958
[0.0, 0.0, 0.0, 0.0] | 3.068547487258911
[0.8528428093645485, 0.8173076923076923, 0.775, 0.8916083916083916] | 13.758107900619507
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 13.316545248031616
[0.3013698630136986, 0.825, 0.46794871794871795, 0.18435754189944134] | 4.9108052253723145
[0.19090909090909092, 0.525, 0.5096153846153846, 0.11666666666666667] | 3.7896597385406494
[0.9397590361445783, 1.0, 1.0, 0.8863636363636364] | 8.796616077423096
[0.0, 0.0, 0.003205128205128205, 0.0] | 4.41403865814209
[0.0, 0.0, 0.0, 0.0] | 13.180068492889404
[0.9411764705882353, 1.0, 0.975, 0.8888888888888888] | 8.66619610786438
[0.7476979742173112, 1.0, 1.0, 0.5970588235294118] | 3.458030939102173
[0.673469387755102, 0.6502463054187192, 0.41605839416058393, 0.6984126984126984] | 3.967446804046631
[0.0, 0.0, 0.0, 0.0] | 4.784824848175049
[0.04784688995215311, 0.024630541871921183, 0.0072992700729927005, 0.8333333333333334] | 5.3723061084747314
[0.5427509293680297, 0.5328467153284672, 0.29064039408866993, 0.553030303030303] | 16.828284740447998
[0.5744234800838575, 1.0, 1.0, 0.40294117647058825] | 9.358525037765503
[0.5744234800838575, 1.0, 1.0, 0.40294117647058825] | 9.601067304611206
[0.0, 0.0, 0.0, 0.0] | 4.707475185394287
[0.0, 0.0, 0.0, 0.0] | 4.386376857757568
[0.6943866943866944, 0.8226600985221675, 0.8102189781021898, 0.6007194244604317] | 3.224435806274414
[0.7476979742173112, 1.0, 1.0, 0.5970588235294118] | 3.570409059524536
