config_id,status,config.n_layers,config.n_units,config.preprocessor,config.smooth,config.smote,config.ultrasample,config.wfo,metadata.time_end,metadata.time_sampled,result.loss,result.info_dict.test_score,result.info_dict.train_time
20,complete,2.0,4.0,standardize,True,False,False,True,1731292664.9255009,1731292663.6755981,-0.9593908629441624,0.9593908629441624,1.2478749752044678
18,complete,4.0,3.0,minmax,False,False,False,True,1731292662.2350972,1731292660.9913971,-0.9593908629441624,0.9593908629441624,1.2416119575500488
27,complete,3.0,5.0,robust,False,False,False,True,1731292676.3503602,1731292675.1410098,-0.9593908629441624,0.9593908629441624,1.2072770595550537
17,complete,3.0,3.0,maxabs,True,False,False,True,1731292660.862985,1731292659.6780329,-0.9593908629441624,0.9593908629441624,1.1828539371490479
14,complete,3.0,4.0,normalize,False,False,False,True,1731292656.912205,1731292655.702024,-0.9593908629441624,0.9593908629441624,1.2080309391021729
13,complete,3.0,4.0,robust,True,False,False,True,1731292655.577722,1731292654.370242,-0.9593908629441624,0.9593908629441624,1.2056422233581543
25,complete,3.0,3.0,normalize,False,False,False,True,1731292673.708805,1731292672.508966,-0.9593908629441624,0.9593908629441624,1.197767972946167
16,complete,3.0,3.0,minmax,True,False,False,True,1731292659.545438,1731292658.346165,-0.9593908629441624,0.9593908629441624,1.1972360610961914
2,complete,3.0,5.0,normalize,False,False,False,True,1731292635.7253811,1731292634.54529,-0.9593908629441624,0.9593908629441624,1.1775181293487549
29,complete,4.0,5.0,normalize,False,False,False,True,1731292679.165617,1731292677.906334,-0.9593908629441624,0.9593908629441624,1.2572259902954102
12,complete,3.0,5.0,robust,False,False,False,True,1731292654.24621,1731292653.037224,-0.9593908629441624,0.9593908629441624,1.2068288326263428
15,complete,2.0,4.0,normalize,True,False,False,True,1731292658.2196522,1731292657.0382972,-0.9593908629441624,0.9593908629441624,1.1791770458221436
19,complete,3.0,5.0,maxabs,False,False,False,True,1731292663.546763,1731292662.363847,-0.9593908629441624,0.9593908629441624,1.1809468269348145
30,complete,3.0,3.0,normalize,False,False,False,True,1731292680.5268748,1731292679.300413,-0.9593908629441624,0.9593908629441624,1.2242941856384277
26,complete,2.0,5.0,normalize,False,False,False,True,1731292675.00826,1731292673.843848,-0.9593908629441624,0.9593908629441624,1.162381887435913
21,complete,3.0,5.0,standardize,False,False,False,True,1731292666.302141,1731292665.058631,-0.9593908629441624,0.9593908629441624,1.2414939403533936
28,complete,5.0,3.0,normalize,False,False,False,True,1731292677.770957,1731292676.4843168,-0.9593908629441624,0.9593908629441624,1.284609079360962
24,complete,3.0,4.0,normalize,False,False,False,True,1731292672.3771992,1731292671.185726,-0.9593908629441624,0.9593908629441624,1.1893250942230225
11,complete,2.0,4.0,normalize,False,True,False,True,1731292652.912833,1731292651.656542,-0.314410480349345,0.314410480349345,1.2543222904205322
22,complete,3.0,4.0,minmax,True,True,False,True,1731292667.7146869,1731292666.4329522,-0.18181818181818182,0.18181818181818182,1.279681921005249
23,complete,3.0,3.0,normalize,True,False,True,True,1731292671.0549078,1731292667.850423,-0.14479638009049775,0.14479638009049775,3.202446699142456
9,complete,3.0,4.0,standardize,False,False,True,True,1731292650.407358,1731292643.697984,-0.14479638009049775,0.14479638009049775,6.707870006561279
10,complete,4.0,3.0,normalize,False,True,False,False,1731292651.53231,1731292650.410593,-0.05154639175257732,0.05154639175257732,1.1202280521392822
4,complete,4.0,6.0,maxabs,False,False,False,False,1731292637.76613,1731292636.7182631,-0.0,0.0,1.046454906463623
8,complete,3.0,3.0,normalize,False,False,False,False,1731292643.6947808,1731292642.638533,-0.0,0.0,1.054703950881958
6,complete,5.0,2.0,minmax,False,False,False,False,1731292640.01057,1731292638.871986,-0.0,0.0,1.13690185546875
1,complete,5.0,6.0,maxabs,False,False,False,False,1731292634.542165,1731292633.401946,-0.0,0.0,1.138566017150879
7,complete,5.0,2.0,normalize,False,False,True,False,1731292642.634729,1731292640.01364,-0.0,0.0,2.6196463108062744
5,complete,5.0,2.0,normalize,True,False,False,False,1731292638.868885,1731292637.769126,-0.0,0.0,1.0981769561767578
3,complete,2.0,4.0,normalize,False,False,False,False,1731292636.715326,1731292635.728608,-0.0,0.0,0.985231876373291
