config_id,status,config.n_layers,config.n_units,config.preprocessor,config.smooth,config.smote,config.ultrasample,config.wfo,metadata.time_end,metadata.time_sampled,result.loss,result.info_dict.test_score,result.info_dict.train_time
12,complete,3.0,6.0,normalize,False,False,False,True,1731299292.351246,1731299290.541137,-0.19813902572523268,0.19813902572523268,1.657707929611206
2,complete,3.0,6.0,normalize,False,False,False,False,1731299260.609983,1731299259.029525,-0.18226600985221675,0.18226600985221675,1.4843730926513672
17,complete,3.0,6.0,normalize,False,False,False,True,1731299302.677196,1731299301.3579829,-0.15325670498084287,0.15325670498084287,1.1480989456176758
11,complete,3.0,6.0,maxabs,False,False,False,False,1731299290.417485,1731299288.8431842,-0.1089217296113848,0.1089217296113848,1.4224209785461426
21,complete,3.0,5.0,normalize,False,False,False,True,1731299316.611182,1731299315.175764,-0.09469074986316373,0.09469074986316373,1.2511110305786133
14,complete,3.0,6.0,standardize,False,False,False,True,1731299295.8820102,1731299294.245895,-0.08921729611384788,0.08921729611384788,1.4688291549682617
25,complete,3.0,6.0,standardize,True,True,True,False,1731299336.478771,1731299329.1105652,-0.07334428024083195,0.07334428024083195,7.164281845092773
1,complete,3.0,5.0,normalize,True,False,True,False,1731299258.9708512,1731299252.257299,-0.06349206349206349,0.06349206349206349,6.615816831588745
26,complete,5.0,6.0,normalize,False,False,False,True,1731299338.786877,1731299336.608385,-0.023535851122058027,0.023535851122058027,1.9707438945770264
3,complete,5.0,4.0,normalize,False,False,False,False,1731299261.5795221,1731299260.613462,-0.018609742747673783,0.018609742747673783,0.8324201107025146
13,complete,3.0,6.0,normalize,False,True,False,True,1731299294.121671,1731299292.471692,-0.01532567049808431,0.01532567049808431,1.4801342487335205
19,complete,4.0,3.0,normalize,False,False,False,True,1731299312.978421,1731299310.4768798,-0.0,0.0,2.3010947704315186
18,complete,3.0,6.0,minmax,True,False,True,True,1731299310.344896,1731299302.80499,-0.0,0.0,7.33449387550354
20,complete,3.0,4.0,normalize,False,False,False,True,1731299315.049742,1731299313.1254652,-0.0,0.0,1.734086036682129
16,complete,3.0,6.0,robust,False,False,True,False,1731299301.2347012,1731299297.549115,-0.0,0.0,3.5176799297332764
29,complete,4.0,2.0,normalize,False,False,False,True,1731299348.662116,1731299346.6707342,-0.0,0.0,1.7821741104125977
10,complete,4.0,5.0,normalize,False,False,True,False,1731299287.956928,1731299281.122633,-0.0,0.0,6.696839809417725
22,complete,3.0,6.0,normalize,False,False,True,True,1731299325.861975,1731299316.7355058,-0.0,0.0,8.93838095664978
23,complete,2.0,2.0,normalize,False,False,False,True,1731299327.7862709,1731299325.9931588,-0.0,0.0,1.6034607887268066
24,complete,5.0,2.0,normalize,False,False,False,False,1731299328.9792378,1731299327.916511,-0.0,0.0,0.8701126575469971
15,complete,3.0,6.0,normalize,True,False,False,False,1731299297.4213161,1731299296.01015,-0.0,0.0,1.2526681423187256
8,complete,4.0,4.0,standardize,True,False,True,False,1731299279.5002172,1731299273.214701,-0.0,0.0,6.157728910446167
6,complete,5.0,5.0,normalize,True,False,True,False,1731299272.4594119,1731299264.35469,-0.0,0.0,7.988325834274292
7,complete,3.0,2.0,normalize,False,False,False,False,1731299273.211487,1731299272.463031,-0.0,0.0,0.6324951648712158
9,complete,4.0,6.0,standardize,False,False,False,False,1731299281.11879,1731299279.5037272,0.021346469622331665,-0.021346469622331665,1.482896089553833
27,complete,3.0,6.0,maxabs,True,False,True,False,1731299344.842964,1731299338.924774,0.04761904761904767,-0.04761904761904767,5.695758104324341
30,complete,3.0,3.0,normalize,False,False,False,False,1731299350.4422379,1731299348.795438,0.05309250136836341,-0.05309250136836341,1.4275271892547607
5,complete,5.0,4.0,minmax,False,False,False,False,1731299264.351446,1731299262.577603,0.05309250136836341,-0.05309250136836341,1.6462619304656982
28,complete,2.0,4.0,normalize,False,False,False,False,1731299346.54418,1731299344.977481,0.090311986863711,-0.090311986863711,1.360940933227539
4,complete,2.0,6.0,normalize,False,False,False,False,1731299262.57449,1731299261.582876,0.34373289545703334,-0.34373289545703334,0.8894929885864258
